review_title,review_date,review_person,ratings,review_text,review_text_pro,review_text_con
No room for growth,2011-03-27,"in Seattle, WA",2,,- Exposure to many organizations and global connections  - Generous benefits and perks - Great connections within the organization (depending on the team) and with partners,"- No room to move up in the organization - hierarchical and male dominated  - Misappropriation of employees skills, knowledge and formal education - many people have at least a master's degree, including assistants and the operations staff - Heavy use of contract workers, with no support and lack of human resource management  - Lack of clear communication between teams and high school pettiness at the admin level - Lack of connection to the local community, no transparency or visibility in the surrounding neighborhood - Lack of professional development outside of the organization"
"Hard problems, amazing colleagues",2016-08-03,"Program Officer in Seattle, WA",5,,"- Incredibly talented colleagues. Super sharp with deep experience in their field - Hard and meaningful problems (financial services for the poor, malaria vector control, agricultural development, etc) - Willingness to take bets and apply serious resources to promising solution",- Has become more bureaucratic over time - Overemphasis on presentation/performance in talking with leadership about team progress - unclear career path for younger employees
Great place to learn and grow,2016-11-11,"Summer Intern in Seattle, WA",5,,"You get the opportunity to work with smart, passionate people to solve some of the world's biggest problems. Great ""campus"" feel in Seattle--I felt proud walking in to work every day","Feels very siloed--at a big organization, hard for all the teams and departments to talk to each other. Also, some people seem kind of complacent in their roles; you might not necessarily get a fast-paced startup feel here at such a big, bureaucratic nonprofit, but it varies based on what team you're on."
"Big, bloated and bad management",2015-11-01,"Program Officer in Seattle, WA",2,,"Great pay, amazing benefits (52 weeks of parental leave, unlimited time off, incredible health coverage, 3% annual cost of living adjustment!), and your friends and family will think that you're working at the most important organization on the planet. This is why people stay at Gates Foundation despite being miserable, despite the woeful management, despite the gruesome internal politics","Only one part of the foundation is more or less functional and that's the India Country Office. To be based in Seattle is to be part of a Kafkaesque bureaucracy with House of Cards-like internal politics. No one knows who makes decisions and directors sabotage each other to win the influence of Bill & Melinda. The most bloodthirsty and politically strategic are the ones who stick around the longest. As a result, among management, you've got some good people who stick around for a year or two and the rest are bunch of Frank Underwoods who cut others down to prop themselves up. If you're able to get on a good team (say Nutrition or FSP) and stay focused on your grantmaking and external-facing work, then you might find peace. If you're sensitive or susceptible to internal politics, forget about it.  There were high hopes that Sue Desmond-Hellmann would turn the ship around. Instead, she seems more concerned with promoting her own profile than reforming bad management. She filled leadership gaps with her former colleagues from Genentech that have only maintained the status quo and her C-level hiring has been very disappointing.   Most program staff join Gates Foundation because it's such a behemoth in global development and we feel like we could make a big difference with just a few small tweaks. Sadly, we fail and we leave."
Not the place to work if you need a rhyme and reason to what you're doing and how things function,2010-04-17,"in Seattle, WA",2,,"- GREAT benefits (medical, dental, vision, little/no copays, no additional pay for dependents, recognizes domestic partners) - smart employees - Great name for esume building - Many resources available - Large gay employee population","- Horrible managers - No accountability for poor management - Intellectual elitist - No racial diversity - Extreme hierarchy (poor treatment of staff) - Hard to get anything done  - Their mission is to get what they want from studies, grants, etc.- Not to improve life necessarily for beneficiaries- like working for colonizers."
"Fantastic co-workers, too much bureaucracy",2015-12-08,"Program Officer in Seattle, WA",3,,"The staff at the Foundation are great co-workers. It's a fun environment from a personal point of view. Mission is outstanding Very flexible work schedule, in most groups. Fantastic benefits Excellent networking opportunity","There are some great Directors, but most are poor choices for the job. While programmatic staff are hired for their skill-set, it seems not to be trusted. Often you have to contract a consultant to regurgitate your knowledge for the Director level to accept it. Often it seems that the business side of the operation is more important than solving the Foundation mission. Very poorly developed internal practices, that change often with the fast turnover There's no way to systematically improve your salary or title in a merit driven fashion"
Mission Possible,2018-03-10,"Senior Project Manager in Seattle, WA",5,,"Mission, vision, and strategy for their giving is clear.",Mission and vision for internal process could be improved
"Great Mission, Culture Needs Work",2010-05-05,"in Seattle, WA",3,,"Foundation has wonderful mission and is funded to make progress. Everywhere you go, people will say ""Wow, you work at the Gates Foundation? How do I get a job there?""",You'll be exhausted. Also lack of clear metrics means that too much emphasis is placed on what other people think of you as opposed to whether you're achieving results. Communication between program areas can be vastly improved.
"Great in a lot of way, not so great in some important ways",2015-03-14,"Program Manager in Seattle, WA",3,,-Opportunity to work for an organization that is dedicated to improving the lives of others -Environment where everyone feels passion for the mission -Continual learning opportunities -Amazingly talented and motivated colleagues -Participating in conversations with great thinkers and subject-matter experts -Very good compensation and benefits,-Culture of perfectionism -Inconsistent experience across the foundation in terms of job satisfaction (brilliant minds do not always translate into great managers) -Lots of fire-drills and seemingly unnecessary churn -Tools and systems are not as sophisticated as needed to support programs/operations -Continual change and tendency towards complexity -Extremely challenging to find work/life balance -Llimited opportunities for career progression
Great place to work!,2016-08-26,"Program Assistant in Seattle, WA",5,,"Amazing benefits, beautiful campus and meaningful work. The people who work there are passionate for what they do and believe in the mission.","The issues that are worked on are so important that work life balance can be a struggle. When a person knows that their work might impact people's lives they tend to put more time and effort into it, meaning home life can suffer."
I loved my work but did not like the organizational culture.,2010-07-13,"Program Officer in Seattle, WA",2,,The mission  The amazing grantees you get to interact with  Brilliant and committed colleagues Great benefits  Nice offices and location The opportunity to constantly grow brain cells Resources People outside of the organization are impressed and interested in your work,"When you are inside you begin to realize that the emperor has no clothes. It is a fast-paced, mean, competitive culture where people with no life outside of work excel. I began to feel like I was on survivor. I was great at my job, but the process, bureaucracy, hierarchy, constant spin and changing of directions was disheartening and made my work difficult. The worst part was watching the effect on my grantees and the field. The leadership and management are horrible. Yelling, fist pounding and insults from management and leadership are tolerated. HR is not to be trusted. The slogan is ""every life has equal value"" but that must only be true outside of the doors because inside there are definitely lives that are valued above others based on pedigree and position."
Solid mission- but hostile work environment,2011-01-24,"in Seattle, WA",1,,"-The overall mission of the Foundation -Generous benefits package (health, dental, vision, and contribution to a 401k plan)",-The Foundation is an unusual organization. It is plagued by management and leadership issues.  -The entire culture is defined by the hostile and chaotic work environment.  -Very 'America-centric' place to work. It isn't necessarily tolerant of people from different cultural backgrounds.  -Old boy's club- that likes to promote based on nepotism. -Disrespect of non-Christian religious backgrounds. HR does nothing to address or help people who feel attacked and disrespected. -Arrogance- as the grantees have also complained. -President of Global Development often has personality conflicts- which affect the entire silo. -Hostile work environment with arbitrary decision-making and yelling.
Real commitment to culture change.,2016-07-01,"Operations Manager in Seattle, WA",4,,"An amazing mission, many wonderful caring people, challenging global problems, and incredible resources make for a stimulating and dynamic environment.","There's a serious effort underway to improve the culture, and unlock the true potential of this place. It will take some time, but I'm impressed with our CEO's commitment. Culture is a top priority for her and I'm seeing hopeful signs that we're on the right path."
Happy Happy,2016-11-30,"in Vienna, VA",5,,"Absolutely compelling mission and an opportunity to work with world-class people from all over the world in health, development and education. There is some turn over at the foundation and most professionals come in at a mid-point in their careers and stay for a few years before moving on to the next big thing.","Sometimes difficult to see the nexus between the work being done in Seattle and how it is actually affecting people in the ""field."" Management is improving - in particular with some recent hires of true managers in the fields the foundation works in."
Stressful job and mean people,2011-06-16,"in Seattle, WA",2,,Great new campus and bike lockers,1st year you will spend 70 hours per week working. The 2nd not much less. Support of management for consultants is more than the full time employees. Management support a mean culture that take people down. In most cases it is the full time employees that suffers the most. Not a good environment for the long term. If you have family don't work here.
Deputy Director,2015-12-23,"Deputy Director in Seattle, WA",4,,You get to work with extremely smart and impressive colleagues. You get to invest in creative entrepreneurs and innovators who are trying to change the world for the better.,"It takes almost a year to earn ""your operating license"" within the organization and too much time is spent on internal process versus investing and working with the field to maximize impact."
Great mission held back by the culture.,2013-07-16,"Manager in Seattle, WA",2,,"Great mission, and the Gates family is hugely inspirational. Great place to work with a diverse group of people and learn a lot, and be exposed to experiences that can't be found elsewhere. Benefits are great, probably some of the best around.","For a non-profit It's an extremely competitive work environment. The culture encourages narcissism and entitlement, an there's an abundance of nepotism in hiring. Most managers don't know how to manage employees or budgets."
Great mission but many missed opportunities,2015-10-17,"Anonymous Employee in Seattle, WA",2,,Mission. Lack of resource constraints typically encountered working for a non-profit. Extraordinary technical (e.g. programmatic) talent (in contrast to surprisingly weak management talent). Great benefits.,"As an organization and ""business"" very badly managed -- from strategy to resource allocation to talent management. This arises from (1) having technical experts in senior management positions, and (2) over-conciliatory, consensus-driven, passive-aggressive culture. Where pockets of true management talent exists, it's highly under-utilized. Management decision-making is undisciplined and political, resulting in sub-optimal results."
Senior Program Officer,2015-11-05,"Senior Program Officer, Global Health in Seattle, WA",2,,"Smart people, endless resources, great compensation and benefits, lots of interesting travel, willingness to take risks.","Too many internal politics and too much bureaucracy. Too much ""stakeholder buy-in"" required to make decisions and move projects forward. Terrible work/life balance. Tons of email and meetings and not enough time to do actual thoughtful work."
A very manic-depressive place to work,2012-09-11,"Anonymous Employee in Seattle, WA",3,,"The mission, the people, the campus, the chance to do work that actually makes a difference in the world.","Hierarchy, back-stabbing, bad decision-making, layers and layers of process and bureaucracy on top of everything. Most of the good work I've done here, I did in secret. If I had shared my plans, someone would have tried to kill it."
"Excellent experience, the environment is dynamic and challenging",2013-02-17,"Program Officer in Seattle, WA",5,,"Great colleagues, challenging environment, important issues. It is a very unique place to work -- great opportunities, the chance to be entrepreneurial, and to push for positive change. The diversity of the issues is also unique and creates an opportunity to learn from other areas.","Growing quickly, increasingly corporate and more process."
Bill and Melinda Gates Foundation,2012-11-02,"Program Officer in Seattle, WA",4,,Mission; ability to have impact; ability to move ideas to action; smart and dedicated colleagues; high level of intellectual dialogue; thorough strategic thinking,Political and hierarchical culture; some unnecessary bureaucracy; internal promotion is rare and career development opportunities severely limited; lack of transparency in decision-making;
An amazing place ... with some challenges,2013-04-21,"Deputy Director in Seattle, WA",3,,You will never work with a more talented and accomplished group of peers who share a deep commitment to a common goal. There are amazing people here.,"The organizational and management culture is challenging: a self-imposed emphasis on speed with rapid cycles of rethinking seem, in some strategies at least, to result in lots of false starts. On the team I joined, we had a very high turnover rate, especially at the higher levels, which was frustrating."
"In a word, disappointing.",2013-10-29,"Grants Management in Seattle, WA",2,,"Great mission, benefits, and name to add to your resume.","Contrary to the mission the Foundation doesn’t value people, employee retention, or people management skills in their work force. The craze of competition and murky political waters penetrates even the simplest of tasks and is exhausting even for the most game. The entire foundation lacks heart, caring, and compassion. Intelligence without passion and common sense makes for a giant think tank that isn’t connected to the the people the Foundation aims to serve."
A very unique environment,2013-06-29,"Program Officer in Seattle, WA",4,,"Opportunities to learn every day, exposure to the best and brightest in the staff and the people the Foundation brings in to collaborate, awesome mission, beautiful campus, culture of continuous improvement",On occasion the egos and politics can get to be a bit much. A relatively young organization still working on its internal processes
"Mission is good, the leadership is bad",2016-09-11,"in Seattle, WA",1,,Benefits are top notch. Salary is somewhat comparable. The backbone and passion lies in the people and the grant makers.,"The challenge is that operations departments like HR and IT are run by egocentric people. If you look at these leaders, they are more interested in gettign an article in a magazine, working on fluff projects, and speaking to industry people, than actually running their operational teams. It is amazing how much money gets spent internally on remodeling for a ""better IT"" experience, instead of funding grants. In the programs you have the presidents doing pretty much whatever they want, so there is no congruity in the process and how money gets spent in this organization."
Excellent Company,2017-08-10,"Program Assistant in Seattle, WA",5,,"The mission, the BENEFITS, the travel, and the people - it is an amazing place to work.",Most people in administrative roles are over qualified for their job. There isn't a clear career path at the organization.
"Great benefits, smart people, limited by reorgs",2020-02-13,"Legal Assistant in Seattle, WA",4,,"Benefits, beautiful office environment, Seattle location closes for week in December, onsite gym","Constant reorgs, no room for growth, lots of bureaucracy and politics, meeting culture and all decisions made by committee, which slows progress and waters down ideas"
Challenging and great learning experience,2011-02-25,"Program Assistant in Seattle, WA",4,,You contribute to society at large in a big way by supporting their work Selective employment process = smart co-workers challenging and fast paced,"Very flat organization, difficult to move up or get promoted from within."
Great place to learn and grow,2016-11-11,"Summer Intern in Seattle, WA",5,,"You get the opportunity to work with smart, passionate people to solve some of the world's biggest problems. Great ""campus"" feel in Seattle--I felt proud walking in to work every day","Feels very siloed--at a big organization, hard for all the teams and departments to talk to each other. Also, some people seem kind of complacent in their roles; you might not necessarily get a fast-paced startup feel here at such a big, bureaucratic nonprofit, but it varies based on what team you're on."
"Great mission, great people, challenging org politics",2018-05-03,"Anonymous Employee in Seattle, WA",3,,People are kind and are there for a purpose; mission is very inspiring,"It is really hard to get things done; norm of consensus decision making means everyone gets to weigh in on everything; program areas have all the power, operations teams are second class citizens"
"Not Dream-like, not the worst",2015-05-07,"Anonymous Employee in Seattle, WA",3,,A lot of opportunity for continuing education. Tons of amazing speakers that you could not see anywhere else. Being part of a great mission.,many poor managers. divide between program and operational staff creates a lack of respect for operational staff. lack of big picture planning. Siloed roles. Lack of interaction with cross org groups.
Don't waste your time,2010-03-29,"in Seattle, WA",1,,"Mission, Great medical benefits and retirement, interesting guest speakers who are famous, free food, convenient location, great Xmas party and summer picnic.",Don't expect the right things to get done and don't expect skilled management. Management here leaves little to be desired. Not only are they incapable of basic management tasks they have no idea of the technology they manage. Think Lord of the Flies live daily.  Management does not support their direct reports either professionally or personally. Work/life balance could be improved if processes were improved. Avoid interacting with the Director of Computing and Network Operations and Network Services Manager.
Internal processes and politics are THE top priorities at the foundation,2012-03-07,"Program Officer in Seattle, WA",1,,"- Positive mission statement, was started by people who's hearts were in the right place - Huge economic stimulus to the nonprofit and NGO sectors and the agencies/firms/consultants that support them - Get to meet and network with top leaders from the political, NGO, entertainment, and science worlds  - Huge budgets: if you can dream it and marshal the political will behind it, you can do it - Generous retirement contributions - Can score a free lunch most days due to large number of lunchtime meetings - West coast office hours - everyone is gone by 5:30pm (but you will still have to work from home) - Nice new campus, they make it easy to bike to work even during the rainy months","The Bottom Line: You need to bring your political A-game if you want to survive here.   The Organization:  It's common to hear ""this place is like a startup"". It is in some ways. Unfortunately, the more positive aspects of startup culture are not represented here. In a startup people tend to rally behind the mission and all pull together to accomplish goals. Success is interdependent at a startup.   Just the opposite is true at the foundation. It's very much a zero-sum game and success is not conceived of as being mutual. Turf wars abound between teams and within teams; struggling for attention/blessing from the highest levels of foundation leadership, funding for their projects, team headcount, and media coverage. This creates a lot of enmity between people and teams, the greatest casualties are the great ideas that never come to fruition and missed opportunities. Being a team player is not on anyone's annual goals.  The organization is constantly reorganizing. This creates a lot of uncertainty for projects, issues and the people who work on them. Twelve to eighteen months between major reorganizations is about the norm, shorter for more minor reorgs. Leadership can't seem stick with one operating model long enough to thoroughly vet it before moving on to the next thing. ""Top tier"" management consulting companies have deeply embedded themselves at the foundation and attached themselves to influential leaders. These management consultants are very effective at triggering reorganizations which result in a big payday for them.    The Leadership:  The incentive is to ""manage up"" rather than manage across or down. Without a good boss/mentor/champion behind you, it's very difficult if not impossible to advance your career here. Very few people are lucky enough to find someone who wants to pull them up.  There is little to no emphasis on working together better. After an internal analysis revealed a level of dissatisfaction around the culture and how people worked together, a senior leader was asked what was being done to improve the situation. This leader indicated to the staff that those are not the metrics that leadership is focused on.    The Work:  The public perception may be that the foundation is a fulfilling place to work because of all the good it does. The reality is quite different. The foundation is essentially a checkbook and as an everyday employee you are many layers away from the work being performed on the ground by sub-sub-sub-sub-contractors. Additionally, the foundation's grantees and vendors charge what is known as ""Gates rates"". Almost every request for funding or contract is significantly inflated. It's often disheartening to see so much of the budget be eaten up by inflated expenses.  The foundation tends to work with the same set of ""partners"" who have become entrenched interests at the foundation. There's very little appetite or ability to solicit fresh new ideas from hungry, smaller partners. In the case of these large entrenched, and often highly entitled, partners, the relationships have become dysfunctional - more about the money than the good work.  Strategy refreshes for issues are frequent, intense and can take upwards of 5 months to complete. This prevents the real work from being done on the ground. Supporting these strategy refreshes is another huge stream of money for ""top tier"" management consulting firms working at the foundation.   The Coworkers:  Cautionary tale: I got thrown under the bus on my third day of employment after being invited out for a ""welcome lunch"" by one of my peers. On the fourth day our group's Business Officer chewed me out because my lunch-mate from the previous day had reported me and intentionally misrepresented what I said. You never know who you can really trust.  People from the northwest tend to be pretty frosty and passive aggressive, but the folks here take it to a whole new level. Feeling completely alone in a building of 800+ people was common.  Unfortunately, the lower you are on the totem pole, the tougher it is. The lowest level employees, the Program Assistants and Program Coordinators have it the worst. The treatment they received from higher ups was often thoughtless as if they were lesser humans and sometimes bordered on abusive. Many people who are Senior Program Officers and above demand to be waited on hand and foot. Example: many of them don't know how or refuse to print their own documents.   HR is completely ineffective. They will always take the side of the higher ranking employee. Staying out of the cross hairs of others is your best and probably only defense."
It's all about the manager,2015-09-02,"Program Officer in Seattle, WA",3,,"Ridiculously good benefits, beautiful campus, frequent high-profile visitors","When there is a management issue, it is virtually impossible to get it addressed regardless of the route you take to deal with it. If you make too much noise about it, you become the problem."
All lives do not have equal value,2018-03-01,"Senior Program Assistant in Seattle, WA",3,,Great place to work for it’s name caché. Amazing benefits. You’re surrounded by smart people.,Bureaucracy at it’s worst. Not a nimble or adaptable organization. The phrase navel gazing comes to mind. Limited upward career mobility.
Mission Possible,2018-03-10,"Senior Project Manager in Seattle, WA",5,,"Mission, vision, and strategy for their giving is clear.",Mission and vision for internal process could be improved
Senior Program Officer,2016-01-09,"Senior Program Officer in Washington, DC",2,,"Sharp colleagues. Most ventures are honorable, close-to-the-heart kinds of endeavors. Red carpet everywhere you go to represent the foundation. Great perks.","Little to negative concern for staff, which hampers zest, confidence and innovative thinking."
"Great Benefits, Difficult Culture",2019-09-20,"Senior Communications Officer in Seattle, WA",3,,Great benefits. Smart co-workers. Great offices. Great perks.,Too many systems and processes - most of which folks don't follow. There's little follow up after your initial on boarding. Very corporate DNA. Culture of meeting after meeting - difficult to make decisions or change the way things are done.
Great mission but many missed opportunities,2015-10-17,"Anonymous Employee in Seattle, WA",2,,Mission. Lack of resource constraints typically encountered working for a non-profit. Extraordinary technical (e.g. programmatic) talent (in contrast to surprisingly weak management talent). Great benefits.,"As an organization and ""business"" very badly managed -- from strategy to resource allocation to talent management. This arises from (1) having technical experts in senior management positions, and (2) over-conciliatory, consensus-driven, passive-aggressive culture. Where pockets of true management talent exists, it's highly under-utilized. Management decision-making is undisciplined and political, resulting in sub-optimal results."
Senior Program Officer,2015-11-05,"Senior Program Officer, Global Health in Seattle, WA",2,,"Smart people, endless resources, great compensation and benefits, lots of interesting travel, willingness to take risks.","Too many internal politics and too much bureaucracy. Too much ""stakeholder buy-in"" required to make decisions and move projects forward. Terrible work/life balance. Tons of email and meetings and not enough time to do actual thoughtful work."
Noble Mission - challenging culture,2018-09-05,"Anonymous Employee in Seattle, WA",2,,The inspirational mission and the strategic vision for development that has a real impact.,"The mission does not translate into a culture that promotes real diversity and gets the best from its employees. Working there feels like a transactional experience for many, and in places it tolerates very poor management."
"Great Benefits, Poor Organizational Management",2020-02-20,"Communications Officer in Washington, DC",4,,"great pay, parental leave, unlimited vacation, great health care, flexible work culture","a lot of re-organizations and shifts in strategy, leading to a lot of ambiguity and disorganization, not enough manager training"
"Amazing place to work, if you go in eyes wide open.",2020-01-06,"Senior Program Manager in Seattle, WA",5,,Mission and total compensation is unparalleled,Constant change at every level is difficult for people who don’t work well in those environments.
Thought it was a dream job until...,2015-07-16,"Anonymous Employee in Washington, DC",2,,"Incredible benefits, work environment (if you don't mind open concept offices), state of the art technology, serious passion for the mission.","Ridiculous level of unnecessary internal complexity, politics, and never-ending job justification. Promotes a culture of passive aggressiveness or worse--deliberate back-stabbing behavior. Everyone is hell bent on proving their superior intelligence."
"Great mission, terrible workplace",2020-03-05,"Senior Program Officer in Seattle, WA",1,,"Great benefits, people who are smart yet cutthroat competitive. They will eat you up alive. If you don't leave, then you become one of Them, thereby perpetuating the bad culture b/c the healthy/normal people who really care, end up leaving.","Terrible work culture and environment. Really bad leadership who would be better off being politicians. There is a lot of 'white savior complex,' too, from many of the people who work there."
Executive Office,2015-08-30,"Anonymous Employee in Seattle, WA",4,,BMGF has a great mission - can be very inspiring to contribute. Very talented people to work with.,"They are cultural challenges, somewhat related to the immense scale of the work. Related to that, work domains can be silo'ed. But leadership is working hard to address the issues."
Global Health Program Assistant to Program Officers and Deputy Director,2010-04-20,"Program Assistant in Seattle, WA",3,,"Exceptional talent at mid-level, educated and inspirational people doing fantastic work, stimulating place to work, lots of interesting topics and you will meet a lot of interesting people","Unfortunately, there is increasing beauracracy and the lower level employees, those below Program Officer level, are virtually invisible to management"
Intense,2012-07-24,"Administrative in Seattle, WA",2,,Great learning experience; brilliant people; focused missions and strategies; perfect for the beginning of ones career or at the end of it. Great stepping stone to further ones career.,"No career opportunities; limited positions; too many changes and processes; no real work/life balance at the lower end of the food chain; good stepping stone, but nowhere to go except back to public/private sector."
Easy to lose perspective.,2012-07-26,"Anonymous Employee in Seattle, WA",3,,"The mission and people are inspiring. The wealth of expertise, resources and ability is sometimes staggering.   The building is amazing.","A number of people in management positions are there for their subject matter expertise, not their management skills, which are often lacking. This is not the case broadly, but in pockets.  The focus of upper management is changing how people work, rather than the work itself. This leads to initiative after initiative striving to fix problems that are real."
Life changing,2014-02-26,"Anonymous Employee in Seattle, WA",5,,Great place to work with the best mission of any org always challenging. You learn more about yourself and the world working there. Fantastic people,Lot of politics; lots of Type A personalities
Program Assistant,2015-10-14,"Program Assistant in Laurel, MD",4,,Working alongside of brilliant minds for purpose,No clear path for advancement for most positions.
Information Technology,2016-10-12,"in Seattle, WA",2,,- Benefits - Location - Employee resources,"- Management/Leadership - Culture - Transparency  Zero transparency, always saying the right things but doing the opposite.  High-performing individuals get driven out and low-performing individuals get promoted.   Management is only interested in managing upwards."
"Great mission, great people, challenging org politics",2018-05-03,"Anonymous Employee in Seattle, WA",3,,People are kind and are there for a purpose; mission is very inspiring,"It is really hard to get things done; norm of consensus decision making means everyone gets to weigh in on everything; program areas have all the power, operations teams are second class citizens"
"Great people, great mission",2015-06-04,"Anonymous Employee in Seattle, WA",4,,Smart people Interesting work Travel opportunities Grantee interactions Supportive team,hard to get in the work in 40 hours middle management needs help
Innovative Environment,2015-06-26,"Anonymous Employee in Seattle, WA",4,,"impactful and challenging work, strong community of intelligent colleagues, good work life balance","overly consensus driven - lack of decision making, frustrating processes"
Brilliant people work at the foundation doing amazing work,2012-05-04,"in Seattle, WA",4,,"Mission, Quality of the staff, Seattle Facilities. employee Benefits",Management skills need improvement and work process simplification is needed.
"Not Dream-like, not the worst",2015-05-07,"Anonymous Employee in Seattle, WA",3,,A lot of opportunity for continuing education. Tons of amazing speakers that you could not see anywhere else. Being part of a great mission.,many poor managers. divide between program and operational staff creates a lack of respect for operational staff. lack of big picture planning. Siloed roles. Lack of interaction with cross org groups.
Don't waste your time,2010-03-29,"in Seattle, WA",1,,"Mission, Great medical benefits and retirement, interesting guest speakers who are famous, free food, convenient location, great Xmas party and summer picnic.",Don't expect the right things to get done and don't expect skilled management. Management here leaves little to be desired. Not only are they incapable of basic management tasks they have no idea of the technology they manage. Think Lord of the Flies live daily.  Management does not support their direct reports either professionally or personally. Work/life balance could be improved if processes were improved. Avoid interacting with the Director of Computing and Network Operations and Network Services Manager.
Internal processes and politics are THE top priorities at the foundation,2012-03-07,"Program Officer in Seattle, WA",1,,"- Positive mission statement, was started by people who's hearts were in the right place - Huge economic stimulus to the nonprofit and NGO sectors and the agencies/firms/consultants that support them - Get to meet and network with top leaders from the political, NGO, entertainment, and science worlds  - Huge budgets: if you can dream it and marshal the political will behind it, you can do it - Generous retirement contributions - Can score a free lunch most days due to large number of lunchtime meetings - West coast office hours - everyone is gone by 5:30pm (but you will still have to work from home) - Nice new campus, they make it easy to bike to work even during the rainy months","The Bottom Line: You need to bring your political A-game if you want to survive here.   The Organization:  It's common to hear ""this place is like a startup"". It is in some ways. Unfortunately, the more positive aspects of startup culture are not represented here. In a startup people tend to rally behind the mission and all pull together to accomplish goals. Success is interdependent at a startup.   Just the opposite is true at the foundation. It's very much a zero-sum game and success is not conceived of as being mutual. Turf wars abound between teams and within teams; struggling for attention/blessing from the highest levels of foundation leadership, funding for their projects, team headcount, and media coverage. This creates a lot of enmity between people and teams, the greatest casualties are the great ideas that never come to fruition and missed opportunities. Being a team player is not on anyone's annual goals.  The organization is constantly reorganizing. This creates a lot of uncertainty for projects, issues and the people who work on them. Twelve to eighteen months between major reorganizations is about the norm, shorter for more minor reorgs. Leadership can't seem stick with one operating model long enough to thoroughly vet it before moving on to the next thing. ""Top tier"" management consulting companies have deeply embedded themselves at the foundation and attached themselves to influential leaders. These management consultants are very effective at triggering reorganizations which result in a big payday for them.    The Leadership:  The incentive is to ""manage up"" rather than manage across or down. Without a good boss/mentor/champion behind you, it's very difficult if not impossible to advance your career here. Very few people are lucky enough to find someone who wants to pull them up.  There is little to no emphasis on working together better. After an internal analysis revealed a level of dissatisfaction around the culture and how people worked together, a senior leader was asked what was being done to improve the situation. This leader indicated to the staff that those are not the metrics that leadership is focused on.    The Work:  The public perception may be that the foundation is a fulfilling place to work because of all the good it does. The reality is quite different. The foundation is essentially a checkbook and as an everyday employee you are many layers away from the work being performed on the ground by sub-sub-sub-sub-contractors. Additionally, the foundation's grantees and vendors charge what is known as ""Gates rates"". Almost every request for funding or contract is significantly inflated. It's often disheartening to see so much of the budget be eaten up by inflated expenses.  The foundation tends to work with the same set of ""partners"" who have become entrenched interests at the foundation. There's very little appetite or ability to solicit fresh new ideas from hungry, smaller partners. In the case of these large entrenched, and often highly entitled, partners, the relationships have become dysfunctional - more about the money than the good work.  Strategy refreshes for issues are frequent, intense and can take upwards of 5 months to complete. This prevents the real work from being done on the ground. Supporting these strategy refreshes is another huge stream of money for ""top tier"" management consulting firms working at the foundation.   The Coworkers:  Cautionary tale: I got thrown under the bus on my third day of employment after being invited out for a ""welcome lunch"" by one of my peers. On the fourth day our group's Business Officer chewed me out because my lunch-mate from the previous day had reported me and intentionally misrepresented what I said. You never know who you can really trust.  People from the northwest tend to be pretty frosty and passive aggressive, but the folks here take it to a whole new level. Feeling completely alone in a building of 800+ people was common.  Unfortunately, the lower you are on the totem pole, the tougher it is. The lowest level employees, the Program Assistants and Program Coordinators have it the worst. The treatment they received from higher ups was often thoughtless as if they were lesser humans and sometimes bordered on abusive. Many people who are Senior Program Officers and above demand to be waited on hand and foot. Example: many of them don't know how or refuse to print their own documents.   HR is completely ineffective. They will always take the side of the higher ranking employee. Staying out of the cross hairs of others is your best and probably only defense."
"Great mission, too many strategy changes",2013-01-20,"Project Coordinator in Seattle, WA",4,,The foundation has tremendous benefits and incredible people and a laudible mission,"the culture is largely ego driven, hierarchial and the strategy changes constantly."
Great benefits and mission to engage in,2017-02-18,"Program Assistant in Seattle, WA",5,,"Benefits, location, time off, shared mission","There is a very heavy, liberal political cloud that encompasses everything, despite the foundation's official ""neutral"" stance."
It's all about the manager,2015-09-02,"Program Officer in Seattle, WA",3,,"Ridiculously good benefits, beautiful campus, frequent high-profile visitors","When there is a management issue, it is virtually impossible to get it addressed regardless of the route you take to deal with it. If you make too much noise about it, you become the problem."
"Outstanding individuals, mission-driven and still needing to find the right level of bureaucracy",2012-10-15,"Anonymous Employee in Seattle, WA",4,,"smart, driven, world-class individuals, yet thin on managerial experience and skills",managerial talent is thin and not an area of investment ... in an investment organization
All lives do not have equal value,2018-03-01,"Senior Program Assistant in Seattle, WA",3,,Great place to work for it’s name caché. Amazing benefits. You’re surrounded by smart people.,Bureaucracy at it’s worst. Not a nimble or adaptable organization. The phrase navel gazing comes to mind. Limited upward career mobility.
High-Impact Work,2016-01-07,"Senior Program Officer, Global Health Policy/Advocacy in Seattle, WA",5,,I get to work on incredibly important stuff every day.,"Well known for bureaucratic process and group-think, but getting much better on both fronts."
Program Assistant,2017-01-23,"Program Assistant in Seattle, WA",4,,"opportunities for growth, great compensation, amazing facilities, great people to work with",better knowledge management system and processes
Gates Foundation,2015-07-30,"Program Assistant in Seattle, WA",4,,The Foundation provides a great benefits package that is hard to beat!,Little to no upward mobility
Senior Program Officer,2016-01-09,"Senior Program Officer in Washington, DC",2,,"Sharp colleagues. Most ventures are honorable, close-to-the-heart kinds of endeavors. Red carpet everywhere you go to represent the foundation. Great perks.","Little to negative concern for staff, which hampers zest, confidence and innovative thinking."
