review_title,review_date,review_person,ratings,review_text,review_text_pro,review_text_con
Above average,2022-10-04,Anonymous Employee in Singapore,4,,- Nice coworkers  - Beautiful office  - WFH  - Company values your time off - Great company for fresh grads,- Promotions do not seem very meritocratic and promotion process is arduous  - Management can come across as being tone deaf and defensive  - Some people do a lot more work than others but may not necessarily be rewarded accordingly. Mixed bag of competent and incompetent workers and managers.  - Pay could be better - Company news is very distracting at the moment and the future of the company remains to be seen.
Twitter 1.0 forever,2022-12-15,Anonymous Employee,4,,It used to be a great company with amazing perks and a nurturing culture.,New management has killed the company and product we all knew and loved.
Company,2022-12-20,Sr Client Account Manager in Hamburg,4,,"It used to have a great company culture, flexible, agile, dynamic",It is uncertain where the company is going at the moment
Nice job,2022-11-27,Senior Android Engineer,5,,"Most of my coworkers were doing almost nothing most of the time before acquisition. Nowadays most my low-performance (mostly woke) coworkers are gone. I approve Elon approach, even though work-life balance isn't great.",No work from home whatsoever
Fun,2023-02-13,"Data Specialist in London, England",3,,Fun environment and great colleagues,"Low pay, no real progression"
great place to work,2022-12-15,Financial Analyst,4,,Great place to grow your career Great benefits and Incentives Friendly environment,Can't think of anyone at the moment.
Used to be a good place to work - very quickly went to absolute garbage.,2022-11-16,Software Engineer,1,,now - nothing. You'd have to be insane to go work there now.,"Recently every single person on my team who was not a white male was laid off, even people who were outperforming were laid off in favour of lower performers who were male and white. - Ridiculous expectations - no communication from management - being degraded everyday - no work life balance - can get fired for no reason at any time - your boss hates you for no reason"
good benefits,2022-12-21,Client Account Manager in Singapore,5,,good benefits from the company,not the same anymore right now
Twitter 1.0 = 5 stars,2022-12-18,Anonymous Employee,5,,"Fantastic culture, team, and benefits",The shift to Twitter 2.0
Twitter 2.0 is a dumpster fire,2022-11-27,"Senior Machine Learning Engineer in Toronto, ON",1,,you get to work hardcore with unkonwn expectations and be discarded on a whim as a power play and vengenance on former employees. CEO will ignore you and then fire you unexpectedly. very fun if you have masochism.,Melon Tusk hates every single Twitter employee and he came with a vengance to inflict pain and misery because former leadership decided to ban unsavoury people. He keeps tweeting embarrassing remarks and makes you not want to work with such a person as your leader. Twitter will go down in a near future given this direction.
nice,2022-11-07,Tester,2,,"nice benefits ,management super attitude","layoffs,salary less no cabs provided"
Good work life balance,2022-11-08,Administrative,4,,Great benefits and good work life balance,Uncertainty in company and company’s future
Worst company,2022-11-10,Anonymous Employee,1,,Now there are no pros,"Even after working so hard, your laptop can switch off any day and you will receive mail that the company doesn’t need you now, without giving you a single day's notice."
now is elons,2022-11-10,Client Manager in Singapore,4,,good pay great people and team,not anymore perhaps under elon
Twitter,2022-11-08,SRE/DevOps Engineer,5,,"Great compensation, great environment. Great learning curve",Recent lay off was bad
Good,2022-11-09,Software Engineer,4,,work-life balance is good here,There could be uncertainty at this point
Uncertainty,2022-10-28,Client Partner,4,,Lovely work culture and perks,Overworked and have a cloud of uncertainty with current merger
best place to work,2022-11-03,Senior Partner Manager,4,,broad range of clients and partners,elon musk buying the company
Bad,2022-11-03,Anonymous Employee,2,,No positives at all working here,No work life balance unfortunately
Good benefit,2022-11-01,Strategic Account Manager in Singapore,4,,Well balanced and focus on employee benefit,Was not in office due to covid
Machine Learning Engineer,2022-06-09,Anonymous Employee,4,,"Fully remote position, Unlimited PTO","Chaos management, priority changes a lot"
Not bad,2022-05-28,Anonymous Employee,4,,"Good work culture, flexible working arrangements, colleagues are pretty nice all around","Slow career progression, criteria for promotion unclear"
Great place to work,2022-05-16,Project Manager,5,,"Great leadership  Amazing culture  Great and clever teammates, diverse and inclusive environment  Great place to learn",I can’t think of anything
Any seat in a rocket,2022-05-09,"Marketing Manager in Dublin, Dublin",3,,"Great colleagues, lovely offices, important work","It seemed people were often overqualified for their positions, while others were promoted to management roles despite not being great managers."
Rollercoaster,2022-05-30,Sales Manager,4,,Culture drive by Twitter Dublin Team,More autonomy from the US
Account manager LCS,2022-05-16,"Account Manager in Dublin, Dublin",4,,Good benefits and team Great atmosphere,Slow improvements to the product
Cool place,2022-05-15,"Designer in Toronto, ON",3,,"lots of ownership, great wlb","poor leadership, conflicting priorities, lack of stability"
?,2022-05-12,Anonymous Employee,2,,1. Colleagues are great 2. WFH 3. Values,1. Ongoing media cycle is tough 2. Employee leaks 3. Lack of strong learning culture
Great work/life balance. Purpose derived from role depends heavily on org and leadership,2022-04-27,Senior Partner Manager,5,,"work / life balance, perks","poor leadership, lacks direction and drive"
5 stars,2022-04-28,Anonymous Employee,5,,"Great culture, community and fun exciting company to work for.","Fast paced, media centric work environment"
great company,2021-09-14,"Software Engineer in Toronto, ON",5,,- good experience - talented staff,"- nothing really, wanted a new opportunity"
Very good company to start,2021-09-10,"Business Analyst in Dublin, Dublin",3,,"Very good company, good perks","None, all is good for employees"
Good company,2021-08-16,"Software Engineer in Toronto, ON",4,,"Great culture, good food, awsome project, skilled workers, nothing much to say as of now",no con as i can think of
"Good work life balance, low productivity",2021-07-14,"Software Engineer II in London, England",3,,Good work life balance Competitive pay with other big tech,Too much bureaucracy People love committees and meetings but getting things done isn't really part of the culture Promotion process is unfair and slow Teams don't communicate efficiently
Good place to work. Challenging place within the market.,2021-08-03,"Client Partner in Dublin, Dublin",4,,Great teams and culture. Has a feel of a smaller company.,Products are a tough sell in comparison to competitors.
Collaborative and warm,2021-07-30,Client Account Manager in Singapore,5,,"Super nice teammates and all around culture, everyone is kind helpful and empowering",Slower product changes as compared to competitors
People are very helpful in general. Starting in the pandemic has been difficult.,2021-06-17,Anonymous Employee,3,,Progressive and good name to work at.,Lots of talk of support but don’t see manager necessarily acting on it
Quality of work with Work Life Balance,2021-05-10,Software Engineer II in Bangalore,5,,Tweeps give a lot of respect to your personal time and priorities. Lots of holidays(~25 public + 12 CL + 15 AL + 12 Days of rest) Competetive Pay Top of industry work Common engineering teams to make life of development easier,Takes little more time to develop the Benglauru team to full strength.
Good vibe and transforming,2021-04-11,"Software Engineer II in London, England",5,,"- Good comp as a global social media company. - Very good work-life balance, can feel that employees are put in the first place among the company objectives. - Strong engineer culture, SWEs are highly valued in the decision making process (could depends on the team)","Depends on the team, the product roadmap could be unclear. Product Manager might only have an idea and not a full picture of what they want."
Best company I’ve ever worked at,2021-05-09,Publisher Partnerships,5,,Company’s mission ie serve the public conversation. Long term vision is clear. Genuinely care about people. Compensation and perks. Work life balance.,Can be slow to innovate and move forward at times because of over complicated processes. Could do a better job at being a truly global company.
Na,2020-12-04,"Senior Vendor Management in Dublin, Dublin",4,,Freedom to work on projects of your choosing.,Lack of transparency around salary scales/bands.
Great company,2020-12-01,"Program Manager in London, England",5,,"Guided by good people, and good values.",Needs better direction from management.
Top,2020-11-15,"Software Engineer in London, England",5,,Very friendly environment even after work,There is not much to criticise
Great place to work,2020-11-25,"Finance Manager in Dublin, Dublin",5,,Great people and great product,Nothing I can think of
Great employer,2020-11-24,Sales in Singapore,5,,"Woke life balance, good salary",Not really much to improve
One of the best Tech companies which care about the people and society,2020-10-18,Anonymous Employee,5,,"Inclusive, Diverse, Great benefits, Full of learning opportunities","no cons, no cons, no cons"
Culture,2021-01-20,Senior Software Engineer,1,,The pay and benefits are great,The company is very biased in terms of censorship
N/A,2021-01-19,Manager,1,,"competitive salary, good work life balance","lack of efficiency in operation, leadership has no visions, internal politics"
Great company,2020-10-13,"Director in Toronto, ON",4,,"great culture and benefits, work life balance, positive impact on the world",limited movement on career development outside of US and london/Dublin
Ace,2020-10-26,"Senior Creative Technologist in London, England",5,,"Amazing team, great perks, look after their staff",Very little bad to say about it
"Transparent leaders, passionate co-workers, career development a focus",2015-02-09,Account Manager,5,,"Career development at Twitter has become even more of a focus.  Employees hear frequently from senior management / execs, and conversation is encouraged from all levels of the business. No good idea is ignored. Great to see DickC chip in on an idea circulated, and get involved in the nitty gritty. Salary is good. Work life balance even better.","Can be a little 'disorganised' and day-to-day processes aren't always in place, where the Sales team needs guidance."
Finanace,2019-03-24,Manager Finance in Bangalore,1,,Better than start up company but not upto the mark of MNC.,No value for employees. Hire and fire is common in this company. Hope less employee polices. No transparency. Politics and group-ism in each office especially in India.
Twitter is the best company I've worked for.,2014-01-13,,5,,"- Smart and friendly coworkers - Innovative, challenging and interesting work environment - Great resources, the company makes sure you get all the resources to do your work - Great salary & perks and good food in the office - A company that cares for employees and the users of it's services",- Pushing the limits of the employees by constantly trying to get the best out of them can set them under pressure.
Being part of creating something that has such impact in the world and working with passionate people,2015-02-09,Human Resources,5,,"Twitter's values are not just stuck on the wall. They are live and active in each meeting, presentation and business decision",A lot of constant change but this is also a great way of learning and getting to do things you'd never have exposure to in other companies
A good brand (albeit turbulent) to use as a stepping stone to somewhere better.,2017-06-07,"Anonymous Employee in London, England",2,,"Free food, gym subsidies, economy travel, etc. Easy place to come up with new ideas by locking yourself away and doing your own work.",A scattered and often changing vision. Filled with Oxbridge types and middle class snobs that make it difficult to be a foreigner without a lot of condescension.
All the good ones already left,2017-02-19,Sales Executive in Amsterdam,1,,Awesome media platform with little control. Stunning colleagues until they leave for a better job in a better company. Not bad for a while.,"Management and HR are equally dumb. More concerned about looking good for clients and partners than developing and retaining top talent in the company. Most employees don't tweet anymore because they can get a ""friendly"" call from HR or their managers."
Easy to get caught up in the idea....,2012-11-01,Anonymous Employee,1,,"Even with all fairness, it's really hard for me to come up with any upside of working here as a non-engineer.","Way too much politics for such a small, growing team. Salary for a pre-IPO in Silicon Valley is very disappointing. Management has a chip on their shoulder and anyone daring to sing a different tune better start packing their bags. Everyone too busy impressing everyone around them instead of doing their job. Insecure management always trying to watch their back - what does that say about the culture."
"""Simply the best place for engineers""",2012-02-26,Software Engineer,5,,"Work with the best, smartest people in the field; Great management team; Free meals, drinks, beers, snacks; Free Gym memberships and free rdio music; Great culture for engineers.",The office is so comfort that people don't want go home after work.
Amazing place to work! Wow!,2015-08-14,"Director of Trust & Safety, APAC in Singapore",5,,Twitter is an amazing place to work with super smart people who are action oriented! Twitter is also a company that adds significant value to the society we live in and is really fun to work at.,Nothing to report! I love this Company.
"Fantastic company with great people, fantasticoffices and incredible food.",2019-11-01,"Anonymous Employee in Dublin, Dublin",5,,- Values-based company - Amazing Office - Best food - High impact company with relative small operation (compared to peers).,- All decision making is made out of SF (there is talk of it changing...) - Need to move to SF for career opportunities
Outstanding place to work surrounded by outstanding colleagues,2019-09-30,Strategy Associate in Singapore,5,,"Best place I've ever worked, outstanding talents at all levels, mission driven.",Can be too fast moving for some people
Great place to work,2019-10-16,"Platform Analyst in Dublin, Dublin",5,,- Interesting work and amazing culture  - Good work life balance - Tasty food and snacks,- No bonus  - Difficult to get a pay raise
Good,2015-07-22,Anonymous Employee,5,,"Dynamic culture, great team, fantastic colleagues with diverse backgrounds. Lots of opportunities to grow and really make an impact.",Workload can sometimes get very high. Less work/life balance
Software Engineering Intern,2015-12-19,,5,,- High level executives communicate down  - Decision making delighted to engineers - No micro management,- External dependencies across teams a bit hard to understand
Country Manager,2016-09-30,Anonymous Employee,4,,it is a cool job as you can take part of influencing change in the world,i think they need to redefine the role itself more clearly
diversify monetization is stil challenge,2015-04-18,Account Executive in Tokyo,4,,strong growth in revenue but struggling user growth,"far behind users of Facebook, also ad is only source of revenue"
Great place to work but needs work,2015-12-15,Anonymous Employee,3,,"Great people, great benefits and perk and good opporunities",The Twitter culture can at times be intimidating and daunting.
Good place to work,2020-01-23,Program Manager,4,,Great benefits  Great office Flexible working  Good pay Chance to travel,Lonely work atmosphere  Constant working hours Not great with EMEA teams Bad communication regionally Always stressful
Poor Office environment,2020-05-10,Workplace Manager,3,,"Great Facilities, breakfast/lunch, talented people","Offsite management, staff cliques form negative environment and workplace bullying, too many middle managers, unrealistic goals"
Good place to work in Dublin,2017-09-07,Anonymous Employee,4,,"great culture, high impact work, very strong + recognizable brand","regular leadership changes, highly volatile stock price, high employee attrition"
